,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
793442,2022,3,Alagoas,Maceió,8507,538,10,1687,Noruega
793461,2022,9,Alagoas,Maceió,304,351,15,73,Hong Kong
793467,2022,12,Alagoas,Maceió,206,386,27,114,Itália
793475,2022,9,Alagoas,Maceió,2836,351,1,8,Hong Kong
793482,2022,9,Alagoas,Maceió,7117,603,51,1416,Polônia
793487,2022,12,Alagoas,São Luís do Quitunde,1701,149,2865750,1944653,Canadá
793501,2022,3,Alagoas,Maceió,1701,386,0,1,Itália
793515,2022,9,Alagoas,Maceió,3814,301,36,531,Grécia
793538,2022,9,Alagoas,Maceió,1517,301,3,12,Grécia
793555,2022,12,Alagoas,Maceió,705,538,30,64,Noruega
793576,2022,3,Alagoas,Maceió,806,255,20,17,Falkland (Malvinas)
793580,2022,7,Alagoas,Maceió,202,741,30,414,Singapura
793591,2022,7,Alagoas,Maceió,701,741,100,113,Singapura
793599,2022,3,Alagoas,Maceió,1006,476,49,69,"Marshall, Ilhas"
793603,2022,9,Alagoas,Maceió,8202,232,0,190,Dinamarca
793607,2022,9,Alagoas,Maceió,9608,301,30,63,Grécia
793624,2022,12,Alagoas,Maceió,1904,741,8,120,Singapura
793628,2022,11,Alagoas,Maceió,403,573,27,129,Países Baixos (Holanda)
793636,2022,11,Alagoas,Maceió,203,467,20,107,Malta
793643,2022,5,Alagoas,Maceió,210,628,60,790,Reino Unido
793648,2022,6,Alagoas,Maceió,8425,538,4,520,Noruega
793652,2022,12,Alagoas,Maceió,1512,538,0,58,Noruega
793653,2022,4,Alagoas,Maceió,806,445,12,58,Luxemburgo
793658,2022,8,Alagoas,Maceió,2103,741,20,22,Singapura
793683,2022,3,Alagoas,Maceió,2501,386,10,2,Itália
793698,2022,12,Alagoas,Maceió,2106,741,9,53,Singapura
793704,2022,11,Alagoas,Maceió,806,137,20,98,"Cayman, Ilhas"
793705,2022,8,Alagoas,Maceió,403,434,6,22,Libéria
793714,2022,4,Alagoas,Maceió,6401,476,101,84,"Marshall, Ilhas"
793720,2022,2,Alagoas,Maceió,708,434,20,25,Libéria
793721,2022,11,Alagoas,Maceió,1101,573,150,339,Países Baixos (Holanda)
793728,2022,10,Alagoas,Maceió,1106,586,176,1403,Paraguai
793756,2022,6,Alagoas,Maceió,4015,301,2,72,Grécia
793757,2022,6,Alagoas,Maceió,1509,538,12,199,Noruega
793767,2022,12,Alagoas,Maceió,2501,741,20,6,Singapura
793770,2022,5,Alagoas,Maceió,1602,386,8,28,Itália
793776,2022,7,Alagoas,Maceió,303,476,20,90,"Marshall, Ilhas"
793779,2022,11,Alagoas,Maceió,910,827,20,63,Turquia
793786,2022,11,Alagoas,Maceió,1601,137,156,914,"Cayman, Ilhas"
793790,2022,3,Alagoas,Maceió,407,386,150,153,Itália
793804,2022,11,Alagoas,Maceió,2209,161,4,5,Taiwan (Formosa)
793811,2022,8,Alagoas,Maceió,2202,195,504,844,Croácia
793812,2022,11,Alagoas,Maceió,2209,137,0,57,"Cayman, Ilhas"
793832,2022,4,Alagoas,Maceió,709,580,45,63,Panamá
793833,2022,12,Alagoas,Maceió,708,476,7,17,"Marshall, Ilhas"
793835,2022,9,Alagoas,Maceió,707,386,10,11,Itália
793836,2022,1,Alagoas,Maceió,809,580,10,39,Panamá
793862,2022,1,Alagoas,Maceió,1509,705,40,497,São Vicente e Granadinas
793870,2022,1,Alagoas,Maceió,7412,80,0,326,Barein
793880,2022,8,Alagoas,Maceió,304,293,30,150,Gibraltar
793888,2022,3,Alagoas,Maceió,1901,386,5,8,Itália
793891,2022,10,Alagoas,Rio Largo,1701,149,3785000,1738548,Canadá
793893,2022,3,Alagoas,Maceió,1509,255,2,16,Falkland (Malvinas)
793909,2022,3,Alagoas,Maceió,401,255,100,88,Falkland (Malvinas)
793914,2022,1,Alagoas,Maceió,1901,467,5,9,Malta
793919,2022,11,Alagoas,Japaratinga,4015,628,15,3857,Reino Unido
793925,2022,7,Alagoas,Maceió,2206,538,0,21,Noruega
793938,2022,10,Alagoas,Maceió,707,538,30,26,Noruega
793947,2022,4,Alagoas,Maceió,403,858,7,29,Vietnã
793957,2022,4,Alagoas,Maceió,8211,827,5,13,Turquia
793960,2022,2,Alagoas,Maceió,810,767,12,66,Suíça
793971,2022,11,Alagoas,Maceió,1104,467,9,45,Malta
793986,2022,8,Alagoas,Maceió,706,434,41,65,Libéria
794006,2022,1,Alagoas,Maceió,1904,386,3,11,Itália
794012,2022,12,Alagoas,Maceió,304,476,103,487,"Marshall, Ilhas"
794025,2022,1,Alagoas,Maceió,9603,476,15,44,"Marshall, Ilhas"
794027,2022,10,Alagoas,Maceió,804,301,55,87,Grécia
794037,2022,1,Alagoas,Maceió,210,434,16,165,Libéria
794040,2022,6,Alagoas,Maceió,2001,301,12,75,Grécia
794043,2022,9,Alagoas,Maceió,709,741,209,533,Singapura
794060,2022,7,Alagoas,Maceió,3401,301,55,165,Grécia
794076,2022,9,Alagoas,Maceió,708,232,55,101,Dinamarca
794079,2022,8,Alagoas,Japaratinga,4015,628,6,1013,Reino Unido
794082,2022,5,Alagoas,Maceió,3214,476,40,127,"Marshall, Ilhas"
794092,2022,5,Alagoas,Maceió,201,301,200,1681,Grécia
794115,2022,8,Alagoas,Maceió,2101,293,0,26,Gibraltar
794122,2022,9,Alagoas,Maceió,1602,741,22,228,Singapura
794124,2022,5,Alagoas,Maceió,203,301,476,2327,Grécia
794136,2022,12,Alagoas,Atalaia,1701,149,2500000,1120575,Canadá
794140,2022,5,Alagoas,Maceió,401,741,120,186,Singapura
794141,2022,6,Alagoas,Maceió,206,741,90,502,Singapura
794152,2022,7,Alagoas,Maceió,303,301,235,980,Grécia
794169,2022,1,Alagoas,Maceió,307,255,20,217,Falkland (Malvinas)
794170,2022,12,Alagoas,Maceió,706,386,111,113,Itália
794182,2022,9,Alagoas,Maceió,910,580,3,10,Panamá
794193,2022,11,Alagoas,Maceió,712,301,20,66,Grécia
794196,2022,4,Alagoas,Maceió,304,301,102,520,Grécia
794202,2022,8,Alagoas,Maceió,2104,195,1,3,Croácia
794207,2022,9,Alagoas,Maceió,202,741,101,808,Singapura
794223,2022,5,Alagoas,Maceió,803,232,20,21,Dinamarca
794225,2022,9,Alagoas,Maceió,8424,351,5,808,Hong Kong
794231,2022,1,Alagoas,Maceió,2103,434,87,674,Libéria
794234,2022,7,Alagoas,Maceió,307,301,25,226,Grécia
794237,2022,5,Alagoas,Maceió,306,232,20,138,Dinamarca
794246,2022,12,Alagoas,Maceió,803,160,60,86,China
794247,2022,1,Alagoas,Japaratinga,4015,23,132,12148,Alemanha
794276,2022,5,Alagoas,Maceió,1901,232,19,82,Dinamarca
794287,2022,11,Alagoas,Maceió,2104,573,15,133,Países Baixos (Holanda)
794290,2022,3,Alagoas,Maceió,203,255,85,367,Falkland (Malvinas)
794294,2022,6,Alagoas,Maceió,1604,538,15,194,Noruega
794298,2022,7,Alagoas,Maceió,807,434,58,68,Libéria
794307,2022,2,Alagoas,Maceió,2104,573,1,5,Países Baixos (Holanda)
794311,2022,2,Alagoas,Marechal Deodoro,6907,169,316008,58688,Colômbia
794314,2022,4,Alagoas,Maceió,407,538,663,221,Noruega
794318,2022,1,Alagoas,Maceió,708,705,26,138,São Vicente e Granadinas
794333,2022,10,Alagoas,Maceió,705,386,34,140,Itália
794352,2022,3,Alagoas,Maceió,2002,77,30,32,Bahamas
794356,2022,12,Alagoas,Maceió,709,476,58,165,"Marshall, Ilhas"
794362,2022,4,Alagoas,Maceió,2105,538,32,69,Noruega
794369,2022,5,Alagoas,Maceió,807,538,90,142,Noruega
794380,2022,2,Alagoas,Maceió,1006,573,85,268,Países Baixos (Holanda)
794384,2022,10,Alagoas,Maceió,702,434,10,18,Libéria
794407,2022,1,Alagoas,Maceió,901,538,6,57,Noruega
794423,2022,3,Alagoas,Maceió,709,573,28,111,Países Baixos (Holanda)
794432,2022,1,Alagoas,Maceió,2103,538,27,233,Noruega
794449,2022,3,Alagoas,Maceió,2008,538,10,71,Noruega
794457,2022,9,Alagoas,Maceió,713,741,10,96,Singapura
794463,2022,6,Alagoas,Maceió,2201,301,3779,1714,Grécia
794467,2022,3,Alagoas,Maceió,1604,538,9,95,Noruega
794472,2022,11,Alagoas,Maceió,207,137,684,3167,"Cayman, Ilhas"
794478,2022,1,Alagoas,Arapiraca,3916,337,10204,24721,Guiana
794486,2022,3,Alagoas,Maceió,1702,365,12,124,Indonésia
794493,2022,1,Alagoas,Maceió,1806,705,36,242,São Vicente e Granadinas
794499,2022,2,Alagoas,Maceió,8426,586,3900,5002,Paraguai
794504,2022,4,Alagoas,Maceió,2008,301,28,169,Grécia
794510,2022,7,Alagoas,Maceió,708,538,4,6,Noruega
794511,2022,2,Alagoas,Maceió,2007,83,6,53,Barbados
794513,2022,6,Alagoas,Maceió,1602,301,100,377,Grécia
794516,2022,11,Alagoas,Maceió,1604,476,34,196,"Marshall, Ilhas"
794540,2022,3,Alagoas,Maceió,709,23,55,129,Alemanha
794561,2022,6,Alagoas,Maceió,406,301,66,848,Grécia
794565,2022,4,Alagoas,Maceió,402,538,7,34,Noruega
794576,2022,1,Alagoas,Maceió,406,476,45,493,"Marshall, Ilhas"
794580,2022,6,Alagoas,Maceió,307,538,47,479,Noruega
794599,2022,5,Alagoas,Maceió,710,741,40,125,Singapura
794610,2022,9,Alagoas,Maceió,3824,741,1,239,Singapura
794633,2022,3,Alagoas,Maceió,807,467,19,38,Malta
794645,2022,1,Alagoas,Maceió,8512,705,1,26,São Vicente e Granadinas
794647,2022,2,Alagoas,Maceió,709,573,64,191,Países Baixos (Holanda)
794667,2022,5,Alagoas,Maceió,803,434,31,40,Libéria
794675,2022,5,Alagoas,Maceió,701,301,350,667,Grécia
794682,2022,5,Alagoas,Maceió,810,301,13,76,Grécia
794701,2022,7,Alagoas,Maceió,1806,741,5,388,Singapura
794736,2022,12,Alagoas,Maceió,210,538,135,586,Noruega
794742,2022,3,Alagoas,Maceió,902,365,0,11,Indonésia
794746,2022,3,Alagoas,Maceió,806,301,46,76,Grécia
794764,2022,4,Alagoas,Maceió,306,858,30,238,Vietnã
794770,2022,2,Alagoas,Maceió,3920,386,1,8,Itália
794771,2022,7,Alagoas,Maceió,210,628,55,235,Reino Unido
794792,2022,9,Alagoas,Maceió,902,741,4,160,Singapura
794807,2022,5,Alagoas,Maceió,1601,741,5,37,Singapura
794812,2022,9,Alagoas,Maceió,1905,386,7,119,Itália
794830,2022,3,Alagoas,Maceió,703,467,20,29,Malta
794837,2022,12,Alagoas,Maceió,202,538,80,555,Noruega
794869,2022,11,Alagoas,Maceió,1902,476,18,46,"Marshall, Ilhas"
794890,2022,1,Alagoas,Maceió,203,580,30,170,Panamá
794891,2022,9,Alagoas,Maceió,1602,301,56,184,Grécia
794894,2022,7,Alagoas,Maceió,206,301,133,951,Grécia
794898,2022,1,Alagoas,Maceió,4802,476,5,75,"Marshall, Ilhas"
794900,2022,3,Alagoas,Maceió,807,255,40,10,Falkland (Malvinas)
794908,2022,5,Alagoas,Maceió,1905,232,35,219,Dinamarca
794909,2022,12,Alagoas,Maceió,2201,386,3543,1670,Itália
794910,2022,10,Alagoas,Maceió,403,399,11,24,Japão
794912,2022,9,Alagoas,Maceió,2005,580,4,24,Panamá
794917,2022,11,Alagoas,Maceió,1005,434,25,51,Libéria
794924,2022,1,Alagoas,Marechal Deodoro,6907,391,52330,9483,Jamaica
794948,2022,3,Alagoas,Maceió,805,538,50,164,Noruega
794966,2022,4,Alagoas,Maceió,1905,741,30,129,Singapura
794997,2022,8,Alagoas,Maceió,2005,195,24,83,Croácia
795005,2022,12,Alagoas,Maceió,705,386,57,204,Itália
795011,2022,5,Alagoas,Maceió,407,77,661,214,Bahamas
795016,2022,9,Alagoas,Maceió,210,580,20,85,Panamá
795057,2022,9,Alagoas,Maceió,1102,351,5,25,Hong Kong
795059,2022,9,Alagoas,Marechal Deodoro,6907,705,78283,20831,São Vicente e Granadinas
795060,2022,9,Alagoas,Maceió,8531,301,16,160,Grécia
795074,2022,9,Alagoas,Maceió,708,361,7,24,Índia
795084,2022,1,Alagoas,Maceió,204,705,20,231,São Vicente e Granadinas
795101,2022,5,Alagoas,Maceió,803,538,30,40,Noruega
795113,2022,11,Alagoas,Maceió,303,386,50,258,Itália
795117,2022,10,Alagoas,Maceió,406,386,38,477,Itália
795119,2022,3,Alagoas,Maceió,2002,137,7,25,"Cayman, Ilhas"
795123,2022,5,Alagoas,Maceió,406,628,95,994,Reino Unido
795131,2022,7,Alagoas,Maceió,1513,169,440,3116,Colômbia
795133,2022,4,Alagoas,Maceió,1101,160,100,113,China
795134,2022,1,Alagoas,Maceió,8213,476,0,8,"Marshall, Ilhas"
795149,2022,12,Alagoas,Maceió,1806,301,188,2657,Grécia
795150,2022,12,Alagoas,Maceió,1602,386,25,167,Itália
795176,2022,6,Alagoas,Maceió,710,77,51,213,Bahamas
795177,2022,9,Alagoas,Maceió,202,301,80,607,Grécia
795182,2022,10,Alagoas,Maceió,1513,586,133,3598,Paraguai
795187,2022,2,Alagoas,Maceió,401,434,36,54,Libéria
795203,2022,1,Alagoas,Maceió,203,386,170,717,Itália
795209,2022,11,Alagoas,Maceió,3920,386,2,19,Itália
795213,2022,5,Alagoas,Maceió,805,351,5,7,Hong Kong
795216,2022,8,Alagoas,Maceió,709,351,15,19,Hong Kong
795224,2022,2,Alagoas,Maceió,2101,83,0,134,Barbados
795229,2022,5,Alagoas,Maceió,801,301,5,8,Grécia
795238,2022,6,Alagoas,Maceió,909,301,1,11,Grécia
795271,2022,10,Alagoas,Maceió,304,301,50,237,Grécia
795279,2022,11,Alagoas,Maceió,2008,573,30,316,Países Baixos (Holanda)
795284,2022,10,Alagoas,Maceió,3923,476,42,79,"Marshall, Ilhas"
795295,2022,4,Alagoas,Maceió,3917,476,1,169,"Marshall, Ilhas"
795296,2022,1,Alagoas,Marechal Deodoro,6907,589,287585,63683,Peru
795325,2022,6,Alagoas,Maceió,210,741,70,338,Singapura
795326,2022,3,Alagoas,Maceió,807,163,71,70,Chipre
795339,2022,10,Alagoas,Maceió,2106,386,4,21,Itália
795345,2022,11,Alagoas,Maceió,901,467,17,303,Malta
795352,2022,1,Alagoas,Maceió,2103,386,36,217,Itália
795358,2022,4,Alagoas,Maceió,709,476,50,82,"Marshall, Ilhas"
795369,2022,5,Alagoas,Maceió,401,628,212,334,Reino Unido
795383,2022,3,Alagoas,Maceió,2402,232,11,1369,Dinamarca
795399,2022,10,Alagoas,Maceió,1901,386,6,18,Itália
795407,2022,11,Alagoas,Maceió,303,301,130,644,Grécia
795432,2022,12,Alagoas,Maceió,1905,83,120,794,Barbados
795435,2022,3,Alagoas,Maceió,705,386,60,131,Itália
795438,2022,4,Alagoas,Maceió,2005,301,22,90,Grécia
795440,2022,11,Alagoas,Maceió,1806,434,13,160,Libéria
795441,2022,12,Alagoas,Maceió,8507,538,2,150,Noruega
795448,2022,11,Alagoas,Maceió,1507,161,0,65,Taiwan (Formosa)
795450,2022,12,Alagoas,Maceió,704,741,26,83,Singapura
795464,2022,6,Alagoas,Maceió,8211,301,0,58,Grécia
795480,2022,4,Alagoas,Maceió,714,301,15,17,Grécia
795491,2022,9,Alagoas,Maceió,1108,741,3,14,Singapura
795500,2022,4,Alagoas,Maceió,701,301,249,393,Grécia
795513,2022,1,Alagoas,Maceió,303,580,210,606,Panamá
795516,2022,11,Alagoas,Igreja Nova,1701,827,15000000,4383344,Turquia
795524,2022,5,Alagoas,Maceió,701,628,100,127,Reino Unido
795532,2022,11,Alagoas,Maceió,810,573,9,78,Países Baixos (Holanda)
795550,2022,3,Alagoas,Maceió,804,137,37,49,"Cayman, Ilhas"
795564,2022,3,Alagoas,Maceió,701,386,150,149,Itália
795573,2022,12,Alagoas,Maceió,801,476,12,31,"Marshall, Ilhas"
795591,2022,4,Alagoas,Maceió,1104,476,1,1,"Marshall, Ilhas"
795596,2022,3,Alagoas,Maceió,906,301,1,15,Grécia
795598,2022,1,Alagoas,Maceió,910,467,12,51,Malta
795599,2022,3,Alagoas,Rio Largo,2710,607,13551,12731,Portugal
795608,2022,10,Alagoas,Maceió,701,386,50,65,Itália
795609,2022,11,Alagoas,Maceió,407,476,338,226,"Marshall, Ilhas"
795610,2022,8,Alagoas,Maceió,703,351,3,7,Hong Kong
795613,2022,6,Alagoas,Maceió,402,741,39,240,Singapura
795620,2022,8,Alagoas,Maceió,1108,434,5,25,Libéria
795623,2022,4,Alagoas,Maceió,902,301,0,47,Grécia
795639,2022,3,Alagoas,Maceió,2009,63,3480,27168,Argentina
795674,2022,9,Alagoas,Maceió,303,589,103,562,Peru
795676,2022,1,Alagoas,Maceió,2102,80,0,8,Barein
795683,2022,6,Alagoas,Maceió,808,538,79,352,Noruega
795684,2022,11,Alagoas,Maceió,902,573,2,206,Países Baixos (Holanda)
795704,2022,3,Alagoas,Maceió,701,163,25,43,Chipre
795723,2022,1,Alagoas,Maceió,2203,77,114,391,Bahamas
795725,2022,11,Alagoas,Maceió,2008,467,1,23,Malta
795737,2022,7,Alagoas,Maceió,704,628,50,81,Reino Unido
795765,2022,4,Alagoas,Rio Largo,2710,607,16150,18389,Portugal
795771,2022,1,Alagoas,Maceió,2202,88,236,682,Belize
795776,2022,4,Alagoas,Maceió,1602,538,8,39,Noruega
795782,2022,2,Alagoas,Maceió,1601,538,18,94,Noruega
795791,2022,12,Alagoas,Maceió,910,628,5,22,Reino Unido
795803,2022,5,Alagoas,Maceió,304,77,40,585,Bahamas
795816,2022,9,Alagoas,Maceió,702,386,30,42,Itália
795831,2022,5,Alagoas,Maceió,1604,351,3,69,Hong Kong
795841,2022,3,Alagoas,Maceió,3307,538,0,24,Noruega
795845,2022,2,Alagoas,Maceió,705,767,24,47,Suíça
795853,2022,6,Alagoas,Maceió,405,741,12,196,Singapura
795866,2022,4,Alagoas,Maceió,2501,538,10,2,Noruega
795879,2022,4,Alagoas,Maceió,2102,301,1,8,Grécia
795890,2022,12,Alagoas,Maceió,1108,183,2,8,"Cook, Ilhas"
795894,2022,6,Alagoas,Maceió,202,538,175,1829,Noruega
795906,2022,1,Alagoas,Maceió,810,538,8,45,Noruega
795908,2022,5,Alagoas,Maceió,708,538,16,28,Noruega
795954,2022,8,Alagoas,Maceió,707,741,45,36,Singapura
795962,2022,6,Alagoas,Maceió,806,538,40,232,Noruega
795985,2022,11,Alagoas,Maceió,704,427,55,66,Letônia
795995,2022,9,Alagoas,Maceió,901,741,7,132,Singapura
796001,2022,8,Alagoas,Maceió,2201,538,1420,139,Noruega
796013,2022,6,Alagoas,Maceió,8471,476,1,119,"Marshall, Ilhas"
796016,2022,1,Alagoas,Maceió,1202,434,6,47,Libéria
796034,2022,8,Alagoas,Maceió,4013,580,5,135,Panamá
796040,2022,9,Alagoas,Maceió,2005,232,10,60,Dinamarca
796050,2022,12,Alagoas,Maceió,2102,386,29,158,Itália
796051,2022,6,Alagoas,Maceió,714,538,30,79,Noruega
796065,2022,11,Alagoas,Maceió,407,573,1254,613,Países Baixos (Holanda)
796080,2022,2,Alagoas,Maceió,2009,493,160,992,México
796085,2022,9,Alagoas,Maceió,402,232,6,29,Dinamarca
796107,2022,7,Alagoas,Maceió,6202,301,3,76,Grécia
796110,2022,10,Alagoas,Maceió,1517,586,16,203,Paraguai
796114,2022,8,Alagoas,Maceió,806,580,10,54,Panamá
796120,2022,7,Alagoas,Maceió,402,476,1,10,"Marshall, Ilhas"
796125,2022,3,Alagoas,Maceió,307,77,10,117,Bahamas
796140,2022,5,Alagoas,Maceió,2007,607,4020,12200,Portugal
796142,2022,3,Alagoas,Maceió,806,386,20,34,Itália
796147,2022,3,Alagoas,Maceió,2203,163,4,49,Chipre
796151,2022,5,Alagoas,Maceió,402,538,4,13,Noruega
796154,2022,6,Alagoas,Maceió,1902,77,5,42,Bahamas
796165,2022,4,Alagoas,Maceió,2203,445,20,283,Luxemburgo
796171,2022,7,Alagoas,Maceió,1601,301,92,356,Grécia
796172,2022,2,Alagoas,Maceió,4802,538,13,192,Noruega
796175,2022,8,Alagoas,Maceió,910,351,5,24,Hong Kong
796200,2022,8,Alagoas,Maceió,2102,293,1,25,Gibraltar
796211,2022,9,Alagoas,Maceió,406,232,10,71,Dinamarca
796224,2022,5,Alagoas,Maceió,2201,741,55,142,Singapura
796234,2022,3,Alagoas,Maceió,2006,23,2,9,Alemanha
796244,2022,10,Alagoas,Maceió,1702,275,13,79,França
796246,2022,7,Alagoas,Maceió,1902,538,22,88,Noruega
796279,2022,10,Alagoas,Maceió,2922,301,2,20,Grécia
796284,2022,1,Alagoas,Maceió,8409,705,0,63,São Vicente e Granadinas
796285,2022,12,Alagoas,Maceió,2101,386,0,38,Itália
796299,2022,7,Alagoas,Maceió,1902,741,12,106,Singapura
796301,2022,1,Alagoas,Maceió,2501,476,60,18,"Marshall, Ilhas"
796307,2022,1,Alagoas,Japaratinga,4016,23,12,950,Alemanha
796313,2022,11,Alagoas,Maceió,2009,467,5,24,Malta
796337,2022,8,Alagoas,Maceió,708,195,3,6,Croácia
796338,2022,9,Alagoas,Maceió,7312,232,4,862,Dinamarca
796341,2022,3,Alagoas,Maceió,1605,386,10,92,Itália
796356,2022,6,Alagoas,Maceió,803,538,70,109,Noruega
796359,2022,4,Alagoas,Maceió,1602,351,21,150,Hong Kong
796394,2022,11,Alagoas,Maceió,805,161,20,19,Taiwan (Formosa)
796415,2022,10,Alagoas,Maceió,2105,399,6,186,Japão
796420,2022,3,Alagoas,Maceió,7117,603,150,5265,Polônia
796423,2022,2,Alagoas,Maceió,7216,538,6,872,Noruega
796425,2022,2,Alagoas,Maceió,3824,538,1,122,Noruega
796433,2022,5,Alagoas,Maceió,2836,434,1,142,Libéria
796438,2022,4,Alagoas,Maceió,3204,301,1,3,Grécia
796449,2022,7,Alagoas,Maceió,1702,301,15,127,Grécia
796458,2022,7,Alagoas,Maceió,1701,628,0,42,Reino Unido
796459,2022,8,Alagoas,Marechal Deodoro,6907,63,350356,88850,Argentina
796460,2022,1,Alagoas,Maceió,7208,88,1,262,Belize
796471,2022,1,Alagoas,Maceió,705,467,15,36,Malta
796474,2022,1,Alagoas,Maceió,901,705,8,243,São Vicente e Granadinas
796484,2022,11,Alagoas,Maceió,3505,580,0,25,Panamá
796516,2022,9,Alagoas,Maceió,707,361,7,8,Índia
796532,2022,3,Alagoas,Maceió,907,77,1,25,Bahamas
796544,2022,12,Alagoas,Maceió,1901,741,23,130,Singapura
796556,2022,1,Alagoas,Maceió,1512,88,117,323,Belize
796570,2022,9,Alagoas,Maceió,8203,301,6,117,Grécia
796575,2022,9,Alagoas,Lagoa da Canoa,2401,647,19200,348480,República Dominicana
796578,2022,3,Alagoas,Maceió,804,255,45,30,Falkland (Malvinas)
796589,2022,12,Alagoas,Maceió,407,476,225,183,"Marshall, Ilhas"
796590,2022,7,Alagoas,Maceió,304,434,60,219,Libéria
796614,2022,9,Alagoas,Maceió,801,580,20,11,Panamá
796621,2022,1,Alagoas,Lagoa da Canoa,2401,23,9600,114336,Alemanha
796626,2022,1,Alagoas,Maceió,8481,80,1,31,Barein
796637,2022,2,Alagoas,Maceió,2104,538,2,8,Noruega
796647,2022,10,Alagoas,Maceió,306,386,10,103,Itália
796663,2022,1,Alagoas,Maceió,8443,88,4,1220,Belize
796664,2022,4,Alagoas,Maceió,1702,160,9,78,China
796665,2022,3,Alagoas,Maceió,405,580,10,111,Panamá
796680,2022,12,Alagoas,Maceió,803,741,24,29,Singapura
796681,2022,3,Alagoas,Maceió,2202,255,51,81,Falkland (Malvinas)
796690,2022,1,Alagoas,Maceió,807,538,82,114,Noruega
796697,2022,9,Alagoas,Maceió,8513,232,2,168,Dinamarca
796713,2022,1,Alagoas,Maceió,402,705,25,193,São Vicente e Granadinas
796724,2022,12,Alagoas,Maceió,803,351,88,104,Hong Kong
796726,2022,1,Alagoas,Maceió,8536,705,1,17,São Vicente e Granadinas
796739,2022,6,Alagoas,Maceió,1601,434,11,43,Libéria
796744,2022,1,Alagoas,Maceió,8207,538,6,113,Noruega
796771,2022,8,Alagoas,Marechal Deodoro,6907,169,51615,10921,Colômbia
796793,2022,3,Alagoas,Maceió,7013,386,11,103,Itália
796794,2022,4,Alagoas,Maceió,407,160,150,295,China
796807,2022,3,Alagoas,Maceió,3003,249,0,298,Estados Unidos
796814,2022,2,Alagoas,Maceió,2201,538,1680,145,Noruega
796825,2022,9,Alagoas,Maceió,712,580,1,2,Panamá
796880,2022,8,Alagoas,Maceió,706,195,80,55,Croácia
796881,2022,1,Alagoas,Maceió,3920,476,6,46,"Marshall, Ilhas"
796914,2022,3,Alagoas,Maceió,1006,580,100,173,Panamá
796926,2022,3,Alagoas,Maceió,1512,301,54,134,Grécia
796928,2022,4,Alagoas,Maceió,2005,445,0,16,Luxemburgo
796944,2022,9,Alagoas,Maceió,701,580,50,40,Panamá
796951,2022,10,Alagoas,Maceió,701,301,80,97,Grécia
796961,2022,10,Alagoas,Maceió,2103,386,24,110,Itália
796964,2022,1,Alagoas,Maceió,401,705,160,203,São Vicente e Granadinas
796981,2022,12,Alagoas,Maceió,307,538,10,87,Noruega
796984,2022,1,Alagoas,Maceió,2007,580,13,76,Panamá
796991,2022,4,Alagoas,Maceió,3401,445,1,28,Luxemburgo
796997,2022,1,Alagoas,Maceió,9603,705,15,657,São Vicente e Granadinas
797008,2022,11,Alagoas,Marechal Deodoro,6907,505,104727,22095,Moçambique
797033,2022,1,Alagoas,Maceió,713,434,40,152,Libéria
797052,2022,4,Alagoas,Maceió,2009,127,11302,19782,Cabo Verde
797054,2022,12,Alagoas,Maceió,203,386,293,1477,Itália
797113,2022,7,Alagoas,Maceió,805,741,90,101,Singapura
797127,2022,12,Alagoas,Maceió,2103,741,27,156,Singapura
797134,2022,5,Alagoas,Maceió,2005,301,20,126,Grécia
797145,2022,3,Alagoas,Maceió,1507,580,1,267,Panamá
797152,2022,3,Alagoas,Maceió,1704,467,7,52,Malta
797160,2022,6,Alagoas,Maceió,2005,301,33,228,Grécia
797197,2022,3,Alagoas,Maceió,2201,573,130,270,Países Baixos (Holanda)
797198,2022,12,Alagoas,Maceió,2204,386,28,347,Itália
797220,2022,3,Alagoas,Maceió,904,77,4,35,Bahamas
797223,2022,4,Alagoas,Maceió,1902,301,51,208,Grécia
797226,2022,9,Alagoas,Maceió,210,232,30,82,Dinamarca
797227,2022,3,Alagoas,Maceió,804,77,165,170,Bahamas
797229,2022,8,Alagoas,Maceió,702,741,23,47,Singapura
797242,2022,3,Alagoas,Maceió,1902,255,10,46,Falkland (Malvinas)
797251,2022,1,Alagoas,Maceió,703,386,164,292,Itália
797273,2022,4,Alagoas,Maceió,710,351,43,112,Hong Kong
797283,2022,4,Alagoas,Maceió,3809,301,12,27,Grécia
797286,2022,5,Alagoas,Maceió,2008,351,3,49,Hong Kong
797288,2022,9,Alagoas,Maceió,1905,741,254,810,Singapura
797311,2022,5,Alagoas,Maceió,2008,232,13,92,Dinamarca
797313,2022,10,Alagoas,Maceió,704,77,132,550,Bahamas
