,Unnamed: 0,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
29360,764852,2022,1,Alagoas,Maceió,2209,386,24,25,Itália
7781,501888,2017,4,Alagoas,Marechal Deodoro,9403,580,257,532,Panamá
15768,618791,2020,4,Alagoas,Maceió,407,399,260,710,Japão
38570,854526,2023,6,Alagoas,Maceió,1106,301,20,9,Grécia
26450,731822,2021,6,Alagoas,Maceió,307,476,53,465,"Marshall, Ilhas"
16429,625698,2020,6,Alagoas,Maceió,6310,351,50,100,Hong Kong
3367,206314,2007,11,Alagoas,União dos Palmares,1701,455,7100000,1662607,Malásia
872,55703,2001,6,Alagoas,União dos Palmares,1701,244,500000,105536,Emirados Árabes Unidos
4339,262828,2008,11,Alagoas,Maceió,6305,199,557,2540,Cuba
21089,673945,2020,12,Alagoas,Maceió,707,580,6,5,Panamá
25262,718665,2021,8,Alagoas,Maceió,1509,105,18,142,Brasil
3768,232918,2007,7,Alagoas,Maceió,4418,199,8822,46213,Cuba
24290,707924,2021,4,Alagoas,Maceió,2922,580,3,28,Panamá
9368,548986,2019,6,Alagoas,Maceió,806,77,20,52,Bahamas
23526,699843,2021,4,Alagoas,Maceió,8504,580,1,89,Panamá
45760,916132,2024,3,Alagoas,Maceió,708,77,20,67,Bahamas
30424,775740,2022,3,Alagoas,Maceió,201,77,45,380,Bahamas
42442,887677,2023,11,Alagoas,Maceió,1806,467,34,479,Malta
48757,940753,2024,3,Alagoas,Marechal Deodoro,6907,65,26245,5080,Aruba
10488,561412,2019,10,Alagoas,Maceió,2501,580,5,1,Panamá
33832,809313,2022,4,Alagoas,Maceió,807,858,20,8,Vietnã
5255,320073,2010,1,Alagoas,Maceió,1701,820,10586498,3682937,Tunísia
37963,849532,2023,7,Alagoas,Maceió,2008,476,43,161,"Marshall, Ilhas"
24597,711520,2021,6,Alagoas,Maceió,8437,249,69122,889299,Estados Unidos
20589,668812,2020,4,Alagoas,Maceió,1905,427,8,42,Letônia
6882,451819,2015,10,Alagoas,Rio Largo,9998,990,1109,830,Provisão de Navios e Aeronaves
3909,239631,2008,3,Alagoas,Maceió,7117,244,2,2645,Emirados Árabes Unidos
1281,81066,2002,11,Alagoas,Maceió,302,249,8458,19507,Estados Unidos
17478,636588,2020,8,Alagoas,Maceió,806,580,10,14,Panamá
46284,920855,2024,2,Alagoas,Maceió,405,83,15,164,Barbados
27721,746561,2021,7,Alagoas,Maceió,704,476,10,35,"Marshall, Ilhas"
6405,412758,2014,2,Alagoas,Coruripe,1701,676,8000000,3033920,Rússia
31081,781934,2022,10,Alagoas,Maceió,401,399,48,78,Japão
